1976 US Standard Atmosphere, tabulated
Altitude(km)	Pressure(pascals)	 T (deg K	 Rho(kg/M^2)	mu(Nt-sec/M^2) 	 SonicVelocity(m/sec)`	
74.40000000	2.28288840	207.84999390	0.00003826	0.00001373	289.01482831
74.60000000	2.20899327	207.44999390	0.00003710	0.00001371	288.73659495
74.80000000	2.13735432	207.04999390	0.00003596	0.00001368	288.45809322
75.00000000	2.06790683	206.64999390	0.00003486	0.00001366	288.17932233
75.20000000	2.00058780	206.24999390	0.00003379	0.00001364	287.90028152
75.40000000	1.93533594	205.84999390	0.00003275	0.00001362	287.62096999
75.60000000	1.87209161	205.44999390	0.00003174	0.00001359	287.34138696
75.80000000	1.81079677	205.04999390	0.00003076	0.00001357	287.06153163
76.00000000	1.75139496	204.64999390	0.00002981	0.00001355	286.78140320
76.20000000	1.69383124	204.24999390	0.00002889	0.00001353	286.50100087
76.40000000	1.63805217	203.84999390	0.00002799	0.00001350	286.22032384
76.60000000	1.58400576	203.44999390	0.00002712	0.00001348	285.93937130
76.80000000	1.53164145	203.04999390	0.00002628	0.00001346	285.65814243
77.00000000	1.48091002	202.64999390	0.00002546	0.00001344	285.37663643
77.20000000	1.43176365	202.24999390	0.00002466	0.00001341	285.09485246
77.40000000	1.38415580	201.84999390	0.00002389	0.00001339	284.81278970
77.60000000	1.33804120	201.44999390	0.00002314	0.00001337	284.53044733
77.80000000	1.29337585	201.04999390	0.00002241	0.00001335	284.24782451
78.00000000	1.25011696	200.64999390	0.00002170	0.00001332	283.96492040
78.20000000	1.20822290	200.24999390	0.00002102	0.00001330	283.68173416
78.40000000	1.16765321	199.84999390	0.00002035	0.00001328	283.39826495
78.60000000	1.12836856	199.44999390	0.00001971	0.00001325	283.11451191
78.80000000	1.09033069	199.04999390	0.00001908	0.00001323	282.83047420
79.00000000	1.05350242	198.64999390	0.00001848	0.00001321	282.54615095
79.20000000	1.01784761	198.24999390	0.00001789	0.00001319	282.26154129
79.40000000	0.98333112	197.84999390	0.00001731	0.00001316	281.97664438
79.60000000	0.94991881	197.44999390	0.00001676	0.00001314	281.69145932
79.80000000	0.91757747	197.04999390	0.00001622	0.00001312	281.40598525
80.00000000	0.88627003	196.64999390	0.00001570	0.00001309	281.12022128
80.20000000	0.85597495	196.24999390	0.00001519	0.00001307	280.83416653
80.40000000	0.82665678	195.84999390	0.00001470	0.00001305	280.54782012
80.60000000	0.79828591	195.44999390	0.00001423	0.00001303	280.26118114
80.80000000	0.77083357	195.04999390	0.00001377	0.00001300	279.97424869
81.00000000	0.74427183	194.64999390	0.00001332	0.00001298	279.68702188
81.20000000	0.71857353	194.24999390	0.00001289	0.00001296	279.39949980
81.40000000	0.69371229	193.84999390	0.00001247	0.00001293	279.11168154
81.60000000	0.66966250	193.44999390	0.00001206	0.00001291	278.82356617
81.80000000	0.64639926	193.04999390	0.00001166	0.00001289	278.53515277
82.00000000	0.62389840	192.64999390	0.00001128	0.00001286	278.24644042
82.20000000	0.60213644	192.24999390	0.00001091	0.00001284	277.95742819
82.40000000	0.58109059	191.84999390	0.00001055	0.00001282	277.66811515
82.60000000	0.56073869	191.44999390	0.00001020	0.00001280	277.37850033
82.80000000	0.54105924	191.04999390	0.00000987	0.00001277	277.08858282
83.00000000	0.52203136	190.64999390	0.00000954	0.00001275	276.79836164
83.20000000	0.50363478	190.24999390	0.00000922	0.00001273	276.50783585
83.40000000	0.48584981	189.84999390	0.00000892	0.00001270	276.21700448
83.60000000	0.46865735	189.44999390	0.00000862	0.00001268	275.92586658
83.80000000	0.45203885	189.04999390	0.00000833	0.00001266	275.63442116
84.00000000	0.43597629	188.64999390	0.00000805	0.00001263	275.34266724
84.20000000	0.42045220	188.24999390	0.00000778	0.00001261	275.05060386
84.40000000	0.40544962	187.84999390	0.00000752	0.00001259	274.75823002
84.60000000	0.39095684	187.63581390	0.00000726	0.00001257	274.60155048
84.80000000	0.37697544	187.60745390	0.00000700	0.00001257	274.58079753
85.00000000	0.36349205	187.57909390	0.00000675	0.00001257	274.56004301
85.20000000	0.35048899	187.55073390	0.00000651	0.00001257	274.53928692
85.40000000	0.33794922	187.52237390	0.00000628	0.00001257	274.51852926
85.60000000	0.32585631	187.49401390	0.00000605	0.00001257	274.49777003
85.80000000	0.31419438	187.46565389	0.00000584	0.00001256	274.47700923
86.00000000	0.30294815	187.43729389	0.00000563	0.00001256	274.45624686
86.20000000	0.29210285	187.40893389	0.00000543	0.00001256	274.43548292
86.40000000	0.28164426	187.38057389	0.00000524	0.00001256	274.41471741
86.60000000	0.27155863	187.35221389	0.00000505	0.00001256	274.39395032
86.80000000	0.26183271	187.32385389	0.00000487	0.00001256	274.37318167
87.00000000	0.25245374	187.29549389	0.00000470	0.00001255	274.35241144
87.20000000	0.24340939	187.26713389	0.00000453	0.00001255	274.33163964
87.40000000	0.23468775	187.23877389	0.00000437	0.00001255	274.31086627
87.60000000	0.22627738	187.21041389	0.00000421	0.00001255	274.29009132
87.80000000	0.21816719	187.18205389	0.00000406	0.00001255	274.26931480
88.00000000	0.21034653	187.15369389	0.00000392	0.00001255	274.24853671
88.20000000	0.20280509	187.12533389	0.00000378	0.00001254	274.22775704
88.40000000	0.19553295	187.09697389	0.00000364	0.00001254	274.20697580
88.60000000	0.18852052	187.06861389	0.00000351	0.00001254	274.18619298
88.80000000	0.18175858	187.04025389	0.00000339	0.00001254	274.16540859
89.00000000	0.17523821	187.01189389	0.00000326	0.00001254	274.14462262
89.20000000	0.16895081	186.98353389	0.00000315	0.00001254	274.12383507
89.40000000	0.16288810	186.95517389	0.00000304	0.00001253	274.10304595
89.60000000	0.15704207	186.92681389	0.00000293	0.00001253	274.08225525
89.80000000	0.15140502	186.89845389	0.00000282	0.00001253	274.06146298
90.00000000	0.18359000	186.86999512	0.00000342	0.00001253	274.04059670
90.20000000	0.17699853	186.86999512	0.00000330	0.00001253	274.04059670
90.40000000	0.17064371	186.86999512	0.00000318	0.00001253	274.04059670
90.60000000	0.16451705	186.86999512	0.00000307	0.00001253	274.04059670
90.80000000	0.15861036	186.86999512	0.00000296	0.00001253	274.04059670
91.00000000	0.15381000	186.86999512	0.00000287	0.00001253	274.04059670
91.20000000	0.14829037	187.05243511	0.00000276	0.00001254	274.17433612
91.40000000	0.14297391	187.23487511	0.00000266	0.00001255	274.30801033
91.60000000	0.13785296	187.41731510	0.00000256	0.00001256	274.44161943
91.80000000	0.13292014	187.59975510	0.00000247	0.00001257	274.57516352
92.00000000	0.12816838	187.78219509	0.00000238	0.00001258	274.70864269
92.20000000	0.12359085	187.96463509	0.00000229	0.00001259	274.84205703
92.40000000	0.11918102	188.14707508	0.00000221	0.00001260	274.97540664
92.60000000	0.11493258	188.32951508	0.00000213	0.00001261	275.10869162
92.80000000	0.11083948	188.51195507	0.00000205	0.00001262	275.24191205
93.00000000	0.10689589	188.69439507	0.00000197	0.00001264	275.37506803
93.20000000	0.10309623	188.87683506	0.00000190	0.00001265	275.50815966
93.40000000	0.09943510	189.05927505	0.00000183	0.00001266	275.64118703
93.60000000	0.09590733	189.24171505	0.00000177	0.00001267	275.77415022
93.80000000	0.09250794	189.42415504	0.00000170	0.00001268	275.90704934
94.00000000	0.08923213	189.60659504	0.00000164	0.00001269	276.03988448
94.20000000	0.08607532	189.78903503	0.00000158	0.00001270	276.17265572
94.40000000	0.08303305	189.97147503	0.00000152	0.00001271	276.30536316
94.60000000	0.08010108	190.15391502	0.00000147	0.00001272	276.43800690
94.80000000	0.07727530	190.33635502	0.00000141	0.00001273	276.57058702
95.00000000	0.07455178	190.51879501	0.00000136	0.00001274	276.70310361
95.20000000	0.07192671	190.70123501	0.00000131	0.00001275	276.83555677
95.40000000	0.06939646	190.88367500	0.00000127	0.00001276	276.96794659
95.60000000	0.06695750	191.06611500	0.00000122	0.00001277	277.10027316
95.80000000	0.06460647	191.24855499	0.00000118	0.00001278	277.23253656
96.00000000	0.06234012	191.43099499	0.00000113	0.00001279	277.36473690
96.20000000	0.06015531	191.61343498	0.00000109	0.00001280	277.49687425
96.40000000	0.05804904	191.79587498	0.00000105	0.00001282	277.62894872
96.60000000	0.05601842	191.97831497	0.00000102	0.00001283	277.76096038
96.80000000	0.05406066	192.16075497	0.00000098	0.00001284	277.89290933
97.00000000	0.05217309	192.34319496	0.00000094	0.00001285	278.02479566
97.20000000	0.05035312	192.52563496	0.00000091	0.00001286	278.15661946
97.40000000	0.04859826	192.70807495	0.00000088	0.00001287	278.28838081
97.60000000	0.04690614	192.89051495	0.00000085	0.00001288	278.42007980
97.80000000	0.04527446	193.07295494	0.00000082	0.00001289	278.55171653
98.00000000	0.04370099	193.25539494	0.00000079	0.00001290	278.68329108
98.20000000	0.04218362	193.43783493	0.00000076	0.00001291	278.81480354
98.40000000	0.04072029	193.62027493	0.00000073	0.00001292	278.94625400
98.60000000	0.03930903	193.80271492	0.00000071	0.00001293	279.07764254
98.80000000	0.03794794	193.98515491	0.00000068	0.00001294	279.20896925
99.00000000	0.03663519	194.16759491	0.00000066	0.00001295	279.34023422
99.20000000	0.03536902	194.35003490	0.00000063	0.00001296	279.47143754
99.40000000	0.03414775	194.53247490	0.00000061	0.00001297	279.60257929
99.60000000	0.03296972	194.71491489	0.00000059	0.00001298	279.73365956
99.80000000	0.03183339	194.89735489	0.00000057	0.00001299	279.86467844
100.00000000	0.03201000	195.08000183	0.00000057	0.00001300	279.99578452
